ADR;1029112;05/01/2024;2400072;0,00;0,00;
ITM;310;3,260;0,00;310
ITM;338;0,508;0,00;338
ITM;509;63,579;0,00;509
ITM;509;3,567;0,00;509
ITM;508;11,755;0,00;508
ITM;506;83,420;0,00;506
ITM;506;4,817;0,00;506
ITM;505;50,979;0,00;505
ITM;503;47,842;0,00;503
ITM;502;35,182;0,00;502
ITM;501;41,590;0,00;501
ITM;327;6,310;0,00;327
ITM;325;3,130;0,00;325
ITM;324;6,354;0,00;324
ITM;303;4,935;0,00;303
ITM;361;4,522;0,00;361
ITM;360;8,876;0,00;360
ITM;336;0,986;0,00;336
ITM;301;4,655;0,00;301
ITM;406;5,000;0,00;406
ITM;601;4,150;0,00;601
ITM;405;12,000;0,00;405
ITM;653;6,000;0,00;653
ITM;640;5,000;0,00;640
ITM;624;5,160;0,00;624
ITM;621;4,620;0,00;621
ITM;414;3,905;0,00;414
ITM;414;2,025;0,00;414
ITM;410;2,420;0,00;410
ITM;616;8,338;0,00;616
ITM;609;8,020;0,00;609
ITM;409;8,956;0,00;409
ITM;216;11,400;0,00;216
ITM;698;4,516;0,00;698
ITM;632;8,970;0,00;632
ITM;631;3,300;0,00;631
ITM;623;9,868;0,00;623
ITM;622;6,875;0,00;622
ITM;613;9,698;0,00;613
ITM;611;11,895;0,00;611
ITM;610;31,660;0,00;610
ITM;604;9,165;0,00;604
ITM;602;14,710;0,00;602
ITM;420;2,200;0,00;420
ITM;263;3,204;0,00;263
ITM;211;1,000;0,00;211
ITM;207;6,253;0,00;207
ITM;206;2,959;0,00;206
ITM;205;15,899;0,00;205
ITM;204;11,705;0,00;204
ITM;202;10,405;0,00;202
ITM;168;5,978;0,00;168
ITM;170;2,314;0,00;170
ITM;167;1,640;0,00;167
ITM;166;2,550;0,00;166
ITM;213;15,000;0,00;213
ITM;214;18,100;0,00;214
ITM;150;4,684;0,00;150
ITM;149;8,980;0,00;149
ITM;148;14,478;0,00;148
ITM;138;11,680;0,00;138
ITM;138;5,588;0,00;138
ITM;135;11,906;0,00;135
ITM;129;18,792;0,00;129
ITM;128;24,084;0,00;128
ITM;125;17,630;0,00;125
ITM;121;5,376;0,00;121
ITM;121;6,290;0,00;121
ITM;109;22,938;0,00;109
ITM;109;7,912;0,00;109
ITM;131;35,456;0,00;131
ITM;131;7,488;0,00;131
ITM;126;4,950;0,00;126
ITM;124;12,996;0,00;124
ITM;111;5,118;0,00;111
ITM;110;5,294;0,00;110
ITM;110;2,362;0,00;110
