ADR;1028111;04/01/2024;2400059;0,00;0,00;
ITM;684;6,000;0,00;
ITM;684;6,000;0,00;
ITM;683;6,000;0,00;
ITM;292;2,000;0,00;292
ITM;277;4,000;0,00;
ITM;262;1,000;0,00;
ITM;261;1,000;0,00;
ITM;509;28,415;0,00;509
ITM;508;3,313;0,00;508
ITM;506;24,578;0,00;506
ITM;505;23,604;0,00;505
ITM;503;23,142;0,00;503
ITM;502;16,576;0,00;502
ITM;501;12,547;0,00;501
ITM;360;3,540;0,00;360
ITM;700;3,240;0,00;700
ITM;329;2,725;0,00;329
ITM;308;4,035;0,00;308
ITM;994;3,100;0,00;994
ITM;406;5,000;0,00;406
ITM;268;8,000;0,00;268
ITM;662;2,000;0,00;
ITM;601;1,650;0,00;601
ITM;405;4,000;0,00;405
ITM;642;10,000;0,00;642
ITM;624;2,225;0,00;624
ITM;621;2,535;0,00;621
ITM;414;3,824;0,00;414
ITM;410;0,455;0,00;410
ITM;616;4,294;0,00;616
ITM;609;3,868;0,00;609
ITM;409;2,470;0,00;409
ITM;250;3,806;0,00;250
ITM;216;3,798;0,00;216
ITM;698;2,919;0,00;698
ITM;632;1,180;0,00;632
ITM;623;5,554;0,00;623
ITM;622;1,432;0,00;622
ITM;613;5,519;0,00;613
ITM;611;5,379;0,00;611
ITM;610;10,480;0,00;610
ITM;604;5,732;0,00;604
ITM;263;1,692;0,00;263
ITM;211;1,000;0,00;211
ITM;207;1,462;0,00;207
ITM;206;2,944;0,00;206
ITM;205;4,399;0,00;205
ITM;204;3,600;0,00;204
ITM;202;3,790;0,00;202
ITM;168;1,622;0,00;168
ITM;167;0,468;0,00;167
ITM;165;2,000;0,00;165
ITM;162;5,146;0,00;162
ITM;160;1,296;0,00;160
ITM;213;;0,00;213
ITM;213;6,000;0,00;213
ITM;214;3,822;0,00;214
ITM;148;2,892;0,00;148
ITM;127;11,416;0,00;127
ITM;109;7,470;0,00;109
ITM;124;2,724;0,00;124
