ADR;1020051;09/01/2024;2400106;0,00;0,00;
ITM;310;6,395;0,00;310
ITM;509;4,175;0,00;509
ITM;506;11,293;0,00;506
ITM;505;7,270;0,00;505
ITM;505;3,827;0,00;505
ITM;502;12,609;0,00;502
ITM;501;3,955;0,00;501
ITM;325;4,706;0,00;325
ITM;372;6,000;0,00;372
ITM;360;13,252;0,00;360
ITM;307;2,720;0,00;307
ITM;305;4,120;0,00;305
ITM;224;4,485;0,00;224
ITM;223;4,330;0,00;223
ITM;601;1,510;0,00;601
ITM;463;4,820;0,00;463
ITM;624;2,040;0,00;624
ITM;621;2,400;0,00;621
ITM;414;2,155;0,00;414
ITM;410;0,255;0,00;410
ITM;616;4,344;0,00;616
ITM;609;4,086;0,00;609
ITM;409;1,880;0,00;409
ITM;250;3,408;0,00;250
ITM;216;3,544;0,00;216
ITM;698;1,637;0,00;698
ITM;632;0,980;0,00;632
ITM;623;2,487;0,00;623
ITM;622;1,722;0,00;622
ITM;613;4,444;0,00;613
ITM;611;2,222;0,00;611
ITM;610;18,545;0,00;610
ITM;604;6,795;0,00;604
ITM;420;0,980;0,00;420
ITM;263;2,107;0,00;263
ITM;207;1,512;0,00;207
ITM;206;1,672;0,00;206
ITM;205;1,927;0,00;205
ITM;204;6,740;0,00;204
ITM;202;7,390;0,00;202
ITM;168;3,364;0,00;168
ITM;167;0,628;0,00;167
ITM;213;4,000;0,00;213
ITM;214;6,550;0,00;214
ITM;148;3,328;0,00;148
ITM;128;3,968;0,00;128
ITM;109;14,880;0,00;109
ITM;109;7,430;0,00;109
ITM;131;5,946;0,00;131
ITM;131;6,490;0,00;131
