ADR;1029112;09/01/2024;2400100;0,00;0,00;
ITM;509;27,545;0,00;509
ITM;508;3,599;0,00;508
ITM;506;36,539;0,00;506
ITM;505;23,732;0,00;505
ITM;503;17,200;0,00;503
ITM;502;13,105;0,00;502
ITM;501;28,769;0,00;501
ITM;327;9,620;0,00;327
ITM;360;8,000;0,00;360
ITM;700;6,215;0,00;700
ITM;402;7,935;0,00;402
ITM;336;1,160;0,00;336
ITM;329;34,540;0,00;329
ITM;322;4,020;0,00;322
ITM;308;12,285;0,00;308
ITM;307;7,585;0,00;307
ITM;306;13,830;0,00;306
ITM;305;4,450;0,00;305
ITM;302;3,380;0,00;302
ITM;994;6,700;0,00;994
ITM;888;13,180;0,00;888
ITM;601;7,250;0,00;601
ITM;463;12,490;0,00;463
ITM;451;2,205;0,00;451
ITM;405;30,000;0,00;405
ITM;642;10,000;0,00;642
ITM;640;10,000;0,00;640
ITM;624;5,185;0,00;624
ITM;621;9,430;0,00;621
ITM;410;0,665;0,00;410
ITM;609;4,192;0,00;609
ITM;409;2,260;0,00;409
ITM;250;5,708;0,00;250
ITM;216;9,410;0,00;216
ITM;698;5,141;0,00;698
ITM;632;2,735;0,00;632
ITM;631;4,945;0,00;631
ITM;623;9,138;0,00;623
ITM;622;3,444;0,00;622
ITM;613;4,539;0,00;613
ITM;611;2,262;0,00;611
ITM;610;18,815;0,00;610
ITM;604;9,325;0,00;604
ITM;602;13,590;0,00;602
ITM;420;0,600;0,00;420
ITM;263;1,687;0,00;263
ITM;207;3,184;0,00;207
ITM;206;5,878;0,00;206
ITM;205;14,697;0,00;205
ITM;202;7,515;0,00;202
ITM;168;6,733;0,00;168
ITM;315;20,230;0,00;315
ITM;163;2,000;0,00;163
ITM;162;9,908;0,00;162
ITM;213;20,000;0,00;213
ITM;214;22,280;0,00;214
ITM;150;11,488;0,00;150
ITM;149;11,194;0,00;149
ITM;148;7,010;0,00;148
ITM;135;5,396;0,00;135
ITM;129;7,984;0,00;129
ITM;128;20,636;0,00;128
ITM;125;16,348;0,00;125
ITM;121;6,072;0,00;121
ITM;109;22,746;0,00;109
ITM;131;30,194;0,00;131
ITM;126;5,480;0,00;126
ITM;124;17,462;0,00;124
ITM;110;6,906;0,00;110
ITM;110;1,436;0,00;110
