ADR;1029052;03/01/2024;2400177;0,00;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;2,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;0,500;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;1,000;0,00;
ITM;000;6,000;0,00;
ITM;000;1,000;0,00;
ITM;000;0,370;0,00;
ITM;552;2,000;0,00;552
ITM;551;2,000;0,00;551
