ADR;1029111;02/01/2024;2400028;0,00;0,00;
ITM;313;12,550;0,00;313
ITM;350;3,150;0,00;350
ITM;509;44,524;0,00;509
ITM;508;3,609;0,00;508
ITM;506;38,602;0,00;506
ITM;505;33,032;0,00;505
ITM;503;9,190;0,00;503
ITM;502;27,690;0,00;502
ITM;501;26,020;0,00;501
ITM;360;32,050;0,00;360
ITM;402;14,920;0,00;402
ITM;329;16,480;0,00;329
ITM;322;8,090;0,00;322
ITM;307;5,210;0,00;307
ITM;640;15,000;0,00;640
ITM;414;5,000;0,00;414
ITM;409;4,114;0,00;409
ITM;698;1,427;0,00;698
ITM;632;0,615;0,00;632
ITM;631;3,355;0,00;631
ITM;613;4,572;0,00;613
ITM;611;4,640;0,00;611
ITM;610;32,795;0,00;610
ITM;604;14,845;0,00;604
ITM;420;1,675;0,00;420
ITM;263;3,754;0,00;263
ITM;211;2,000;0,00;211
ITM;207;3,184;0,00;207
ITM;206;2,676;0,00;206
ITM;205;21,663;0,00;205
ITM;204;10,100;0,00;204
ITM;202;15,290;0,00;202
ITM;168;2,564;0,00;168
ITM;926;7,853;0,00;926
ITM;922;14,815;0,00;922
ITM;920;23,075;0,00;920
ITM;165;4,000;0,00;165
ITM;163;4,000;0,00;163
ITM;162;5,424;0,00;162
ITM;162;4,714;0,00;162
ITM;160;1,168;0,00;160
ITM;213;30,000;0,00;213
ITM;214;28,460;0,00;214
ITM;149;4,156;0,00;149
ITM;148;3,128;0,00;148
ITM;148;7,998;0,00;148
ITM;129;4,286;0,00;129
ITM;127;27,734;0,00;127
ITM;121;19,104;0,00;121
ITM;131;26,546;0,00;131
ITM;126;5,472;0,00;126
ITM;111;5,680;0,00;111
