ADR;1000001;18/01/2024;2400220;0,00;0,00;
ITM;509;23,258;0,00;509
ITM;508;4,021;0,00;508
ITM;508;3,587;0,00;508
ITM;506;38,266;0,00;506
ITM;505;42,311;0,00;505
ITM;505;3,711;0,00;505
ITM;503;21,578;0,00;503
ITM;502;28,193;0,00;502
ITM;502;4,611;0,00;502
ITM;502;4,715;0,00;502
ITM;502;4,299;0,00;502
ITM;501;42,128;0,00;501
ITM;501;4,365;0,00;501
ITM;324;11,780;0,00;324
ITM;303;2,430;0,00;303
ITM;373;15,000;0,00;373
ITM;372;15,000;0,00;372
ITM;371;15,000;0,00;371
ITM;361;6,705;0,00;361
ITM;335;10,460;0,00;335
ITM;334;13,850;0,00;334
ITM;332;5,300;0,00;332
ITM;307;2,560;0,00;307
ITM;307;2,350;0,00;307
ITM;306;10,400;0,00;306
ITM;306;3,300;0,00;306
ITM;994;5,985;0,00;994
ITM;273;19,000;0,00;273
ITM;269;26,000;0,00;269
ITM;601;7,775;0,00;601
ITM;405;20,000;0,00;405
ITM;642;10,000;0,00;642
ITM;624;7,160;0,00;624
ITM;621;5,185;0,00;621
ITM;414;6,129;0,00;414
ITM;410;4,215;0,00;410
ITM;620;25,974;0,00;
ITM;619;12,295;0,00;
ITM;619;12,550;0,00;
ITM;616;13,104;0,00;616
ITM;616;4,350;0,00;616
ITM;609;16,026;0,00;609
ITM;409;4,626;0,00;409
ITM;250;4,600;0,00;250
ITM;216;11,408;0,00;216
ITM;698;4,711;0,00;698
ITM;632;2,460;0,00;632
ITM;623;6,806;0,00;623
ITM;622;4,816;0,00;622
ITM;613;14,867;0,00;613
ITM;611;13,287;0,00;611
ITM;610;67,760;0,00;610
ITM;604;31,620;0,00;604
ITM;602;8,265;0,00;602
ITM;420;1,505;0,00;420
ITM;263;5,591;0,00;263
ITM;211;2,000;0,00;211
ITM;207;2,909;0,00;207
ITM;206;2,699;0,00;206
ITM;205;12,405;0,00;205
ITM;204;16,775;0,00;204
ITM;202;25,740;0,00;202
ITM;168;3,289;0,00;168
ITM;926;4,770;0,00;926
ITM;922;15,250;0,00;922
ITM;920;25,412;0,00;920
ITM;163;3,000;0,00;163
ITM;162;5,406;0,00;162
ITM;161;0,900;0,00;161
ITM;214;13,210;0,00;214
ITM;148;33,242;0,00;148
ITM;135;21,744;0,00;135
ITM;129;15,214;0,00;129
ITM;129;8,126;0,00;129
ITM;125;23,722;0,00;125
ITM;121;16,290;0,00;121
ITM;109;15,504;0,00;109
ITM;131;48,596;0,00;131
ITM;126;4,896;0,00;126
ITM;124;18,358;0,00;124
ITM;111;12,006;0,00;111
ITM;110;6,552;0,00;110
ITM;110;1,086;0,00;110
