ADR;1028052;11/01/2024;2400133;0,00;0,00;
ITM;681;32,000;0,00;
ITM;277;32,000;0,00;
ITM;509;19,141;0,00;509
ITM;509;3,700;0,00;509
ITM;508;3,773;0,00;508
ITM;506;12,419;0,00;506
ITM;506;4,165;0,00;506
ITM;505;19,601;0,00;505
ITM;502;4,435;0,00;502
ITM;501;32,942;0,00;501
ITM;327;4,192;0,00;327
ITM;324;4,694;0,00;324
ITM;303;2,450;0,00;303
ITM;371;2,000;0,00;371
ITM;360;7,676;0,00;360
ITM;402;4,170;0,00;402
ITM;329;12,020;0,00;329
ITM;308;4,115;0,00;308
ITM;306;3,460;0,00;306
ITM;305;8,890;0,00;305
ITM;302;3,395;0,00;302
ITM;301;3,800;0,00;301
ITM;332;1,100;0,00;
ITM;191;2,000;0,00;191
ITM;662;16,000;0,00;
ITM;601;1,555;0,00;601
ITM;463;3,318;0,00;463
ITM;451;1,175;0,00;451
ITM;654;5,000;0,00;654
ITM;651;10,000;0,00;651
ITM;624;2,485;0,00;624
ITM;621;5,060;0,00;621
ITM;414;1,840;0,00;414
ITM;410;0,920;0,00;410
ITM;620;26,019;0,00;
ITM;409;2,276;0,00;409
ITM;698;1,667;0,00;698
ITM;632;1,005;0,00;632
ITM;623;4,931;0,00;623
ITM;622;1,757;0,00;622
ITM;613;2,257;0,00;613
ITM;611;2,277;0,00;611
ITM;610;6,730;0,00;610
ITM;604;6,047;0,00;604
ITM;602;7,020;0,00;602
ITM;263;1,737;0,00;263
ITM;211;1,000;0,00;211
ITM;207;1,482;0,00;207
ITM;206;1,607;0,00;206
ITM;205;4,529;0,00;205
ITM;204;3,346;0,00;204
ITM;202;3,550;0,00;202
ITM;168;3,390;0,00;168
ITM;166;1,050;0,00;166
ITM;165;1,000;0,00;165
ITM;163;1,000;0,00;163
ITM;132;1,430;0,00;132
ITM;213;6,000;0,00;213
ITM;214;8,160;0,00;214
ITM;148;6,168;0,00;148
ITM;138;6,350;0,00;138
ITM;135;5,776;0,00;135
ITM;129;7,200;0,00;129
ITM;128;5,900;0,00;128
ITM;125;7,592;0,00;125
ITM;121;5,752;0,00;121
ITM;109;16,590;0,00;109
ITM;131;13,996;0,00;131
ITM;131;6,704;0,00;131
ITM;124;2,032;0,00;124
ITM;110;3,396;0,00;110
