ADR;1000002;12/01/2024;2400144;0,00;0,00;
ITM;684;96,000;0,00;
ITM;681;32,000;0,00;
ITM;293;32,000;0,00;
ITM;293;32,000;0,00;
ITM;275;14,000;0,00;
ITM;270;34,000;0,00;
ITM;255;59,000;0,00;
ITM;254;24,000;0,00;
ITM;254;8,000;0,00;
ITM;509;23,154;0,00;509
ITM;508;4,111;0,00;508
ITM;506;27,820;0,00;506
ITM;505;21,880;0,00;505
ITM;503;33,202;0,00;503
ITM;502;100,716;0,00;502
ITM;502;3,600;0,00;502
ITM;502;12,400;0,00;502
ITM;501;15,480;0,00;501
ITM;501;3,920;0,00;501
ITM;329;13,940;0,00;329
ITM;329;2,645;0,00;329
ITM;308;12,490;0,00;308
ITM;305;2,260;0,00;305
ITM;301;2,285;0,00;301
ITM;406;10,000;0,00;406
ITM;224;4,240;0,00;224
ITM;662;10,000;0,00;
ITM;661;10,400;0,00;
ITM;601;4,800;0,00;601
ITM;651;4,000;0,00;651
ITM;651;1,000;0,00;651
ITM;642;10,000;0,00;642
ITM;641;10,000;0,00;641
ITM;624;2,350;0,00;624
ITM;621;2,540;0,00;621
ITM;414;4,985;0,00;414
ITM;410;0,930;0,00;410
ITM;620;25,524;0,00;
ITM;619;24,975;0,00;
ITM;618;24,936;0,00;
ITM;226;4,776;0,00;
ITM;225;4,776;0,00;
ITM;216;3,300;0,00;
ITM;616;8,492;0,00;616
ITM;609;7,708;0,00;609
ITM;409;5,384;0,00;409
ITM;250;1,000;0,00;250
ITM;216;;0,00;216
ITM;698;1,652;0,00;698
ITM;632;1,900;0,00;632
ITM;631;4,650;0,00;631
ITM;623;4,999;0,00;623
ITM;622;5,426;0,00;622
ITM;613;7,676;0,00;613
ITM;611;6,324;0,00;611
ITM;610;24,040;0,00;610
ITM;604;14,605;0,00;604
ITM;602;4,175;0,00;602
ITM;420;0,825;0,00;420
ITM;263;4,294;0,00;263
ITM;211;1,000;0,00;211
ITM;207;3,244;0,00;207
ITM;206;3,294;0,00;206
ITM;205;7,161;0,00;205
ITM;204;10,995;0,00;204
ITM;202;16,955;0,00;202
ITM;168;3,514;0,00;168
ITM;926;6,770;0,00;926
ITM;920;15,220;0,00;920
ITM;267;5,000;0,00;267
ITM;162;6,086;0,00;162
ITM;213;10,000;0,00;213
ITM;214;11,980;0,00;214
ITM;149;4,248;0,00;149
ITM;148;6,224;0,00;148
ITM;135;12,330;0,00;135
ITM;129;18,924;0,00;129
ITM;128;5,582;0,00;128
ITM;125;17,948;0,00;125
ITM;121;9,622;0,00;121
ITM;121;7,418;0,00;121
ITM;109;15,100;0,00;109
ITM;131;40,550;0,00;131
ITM;126;5,294;0,00;126
ITM;124;2,738;0,00;124
ITM;000;;0,00;
