ADR;1000001;12/01/2024;2400143;0,00;0,00;
ITM;350;5,548;0,00;350
ITM;509;38,588;0,00;509
ITM;509;4,125;0,00;509
ITM;508;4,219;0,00;508
ITM;506;38,141;0,00;506
ITM;506;20,429;0,00;506
ITM;505;49,883;0,00;505
ITM;503;27,796;0,00;503
ITM;502;46,967;0,00;502
ITM;502;9,044;0,00;502
ITM;501;23,888;0,00;501
ITM;501;7,587;0,00;501
ITM;327;12,535;0,00;327
ITM;402;11,910;0,00;402
ITM;301;8,750;0,00;301
ITM;888;11,750;0,00;888
ITM;406;1,000;0,00;406
ITM;406;20,000;0,00;406
ITM;601;12,450;0,00;601
ITM;405;40,000;0,00;405
ITM;624;4,595;0,00;624
ITM;621;5,635;0,00;621
ITM;414;3,910;0,00;414
ITM;410;4,735;0,00;410
ITM;620;25,914;0,00;
ITM;216;3,300;0,00;
ITM;216;7,100;0,00;
ITM;616;17,004;0,00;616
ITM;609;11,934;0,00;609
ITM;409;4,072;0,00;409
ITM;250;11,890;0,00;250
ITM;216;30,396;0,00;216
ITM;698;3,704;0,00;698
ITM;632;4,050;0,00;632
ITM;631;4,035;0,00;631
ITM;623;5,164;0,00;623
ITM;622;3,654;0,00;622
ITM;613;8,191;0,00;613
ITM;611;14,190;0,00;611
ITM;610;48,665;0,00;610
ITM;604;20,270;0,00;604
ITM;420;2,700;0,00;420
ITM;263;2,277;0,00;263
ITM;211;1,000;0,00;211
ITM;207;3,394;0,00;207
ITM;206;3,429;0,00;206
ITM;205;9,483;0,00;205
ITM;204;10,780;0,00;204
ITM;202;41,210;0,00;202
ITM;168;3,814;0,00;168
ITM;267;9,000;0,00;267
ITM;170;1,342;0,00;170
ITM;170;0,492;0,00;170
ITM;167;0,486;0,00;167
ITM;167;0,232;0,00;167
ITM;213;20,000;0,00;213
ITM;214;23,330;0,00;214
ITM;150;10,698;0,00;150
ITM;149;8,180;0,00;149
ITM;148;10,042;0,00;148
ITM;148;5,900;0,00;148
ITM;135;12,916;0,00;135
ITM;129;9,188;0,00;129
ITM;128;24,494;0,00;128
ITM;125;8,660;0,00;125
ITM;121;21,074;0,00;121
ITM;109;25,684;0,00;109
ITM;131;40,470;0,00;131
ITM;131;48,696;0,00;131
ITM;126;5,730;0,00;126
ITM;124;16,000;0,00;124
ITM;111;5,906;0,00;111
ITM;110;15,338;0,00;110
