ADR;1000001;08/01/2024;2400088;0,00;0,00;
ITM;310;9,790;0,00;310
ITM;350;4,250;0,00;350
ITM;338;1,154;0,00;338
ITM;509;23,622;0,00;509
ITM;508;10,719;0,00;508
ITM;506;28,720;0,00;506
ITM;505;31,556;0,00;505
ITM;503;16,102;0,00;503
ITM;502;17,192;0,00;502
ITM;501;35,168;0,00;501
ITM;325;10,465;0,00;325
ITM;324;9,270;0,00;324
ITM;311;10,145;0,00;311
ITM;360;8,900;0,00;360
ITM;335;10,380;0,00;335
ITM;334;10,390;0,00;334
ITM;332;2,000;0,00;332
ITM;329;13,035;0,00;329
ITM;306;13,820;0,00;306
ITM;302;6,760;0,00;302
ITM;994;7,435;0,00;994
ITM;269;15,000;0,00;269
ITM;601;4,860;0,00;601
ITM;463;10,110;0,00;463
ITM;624;4,075;0,00;624
ITM;621;2,438;0,00;621
ITM;414;6,140;0,00;414
ITM;410;4,155;0,00;410
ITM;620;25,504;0,00;
ITM;619;12,370;0,00;
ITM;618;12,452;0,00;
ITM;616;12,250;0,00;616
ITM;609;8,098;0,00;609
ITM;409;5,618;0,00;409
ITM;250;4,548;0,00;250
ITM;216;8,825;0,00;216
ITM;632;4,410;0,00;632
ITM;623;9,103;0,00;623
ITM;622;3,394;0,00;622
ITM;611;6,196;0,00;611
ITM;610;34,980;0,00;610
ITM;604;20,545;0,00;604
ITM;263;1,682;0,00;263
ITM;211;1,000;0,00;211
ITM;204;7,495;0,00;204
ITM;202;21,790;0,00;202
ITM;168;6,888;0,00;168
ITM;922;24,770;0,00;922
ITM;920;49,656;0,00;920
ITM;148;6,712;0,00;148
ITM;128;16,526;0,00;128
ITM;127;28,546;0,00;127
ITM;121;7,764;0,00;121
ITM;109;22,652;0,00;109
ITM;131;13,770;0,00;131
ITM;131;6,622;0,00;131
ITM;124;10,004;0,00;124
ITM;111;20,472;0,00;111
