ADR;1028052;05/01/2024;2400065;0,00;0,00;
ITM;292;32,000;0,00;
ITM;282;15,000;0,00;
ITM;275;32,000;0,00;
ITM;270;32,000;0,00;
ITM;255;32,000;0,00;
ITM;254;32,000;0,00;
ITM;313;1,255;0,00;313
ITM;509;15,942;0,00;509
ITM;508;7,356;0,00;508
ITM;506;19,679;0,00;506
ITM;505;25,595;0,00;505
ITM;503;5,962;0,00;503
ITM;502;4,537;0,00;502
ITM;501;29,530;0,00;501
ITM;327;5,276;0,00;327
ITM;325;2,626;0,00;325
ITM;311;2,020;0,00;311
ITM;372;3,000;0,00;372
ITM;371;3,000;0,00;371
ITM;361;1,500;0,00;361
ITM;360;8,775;0,00;360
ITM;700;6,430;0,00;700
ITM;334;2,295;0,00;334
ITM;329;24,905;0,00;329
ITM;308;4,105;0,00;308
ITM;307;2,705;0,00;307
ITM;306;6,880;0,00;306
ITM;302;6,765;0,00;302
ITM;268;8,000;0,00;268
ITM;661;10,300;0,00;
ITM;601;2,400;0,00;601
ITM;640;10,000;0,00;640
ITM;624;2,090;0,00;624
ITM;621;2,275;0,00;621
ITM;414;1,925;0,00;414
ITM;410;1,365;0,00;410
ITM;618;12,708;0,00;
ITM;409;2,692;0,00;409
ITM;698;1,517;0,00;698
ITM;632;1,190;0,00;632
ITM;623;2,487;0,00;623
ITM;622;1,207;0,00;622
ITM;613;2,377;0,00;613
ITM;611;2,137;0,00;611
ITM;610;7,775;0,00;610
ITM;604;5,755;0,00;604
ITM;602;7,745;0,00;602
ITM;420;2,900;0,00;420
ITM;263;1,662;0,00;263
ITM;211;1,000;0,00;211
ITM;207;2,939;0,00;207
ITM;206;1,497;0,00;206
ITM;205;4,604;0,00;205
ITM;204;3,690;0,00;204
ITM;202;3,005;0,00;202
ITM;168;1,322;0,00;168
ITM;166;1,040;0,00;166
ITM;165;1,000;0,00;165
ITM;163;1,000;0,00;163
ITM;162;4,910;0,00;162
ITM;132;1,106;0,00;132
ITM;213;15,000;0,00;213
ITM;214;10,780;0,00;214
ITM;149;4,382;0,00;149
ITM;148;7,982;0,00;148
ITM;138;20,810;0,00;138
ITM;129;4,202;0,00;129
ITM;128;5,216;0,00;128
ITM;125;4,632;0,00;125
ITM;121;7,770;0,00;121
ITM;109;29,372;0,00;109
ITM;131;30,716;0,00;131
ITM;124;6,126;0,00;124
ITM;110;5,424;0,00;110
