ADR;1028052;22/01/2024;2400245;0,00;0,00;
ITM;310;3,200;0,00;310
ITM;350;0,866;0,00;350
ITM;338;0,538;0,00;338
ITM;509;20,846;0,00;509
ITM;508;3,923;0,00;508
ITM;506;11,627;0,00;506
ITM;505;8,196;0,00;505
ITM;327;2,586;0,00;327
ITM;373;2,000;0,00;373
ITM;371;3,000;0,00;371
ITM;360;13,300;0,00;360
ITM;329;27,640;0,00;329
ITM;306;6,920;0,00;306
ITM;332;0,860;0,00;
ITM;601;1,490;0,00;601
ITM;641;5,000;0,00;641
ITM;624;2,425;0,00;624
ITM;621;2,685;0,00;621
ITM;414;2,215;0,00;414
ITM;410;1,435;0,00;410
ITM;698;1,597;0,00;698
ITM;632;1,330;0,00;632
ITM;623;2,517;0,00;623
ITM;622;3,424;0,00;622
ITM;611;2,567;0,00;611
ITM;610;3,630;0,00;610
ITM;604;3,330;0,00;604
ITM;602;3,730;0,00;602
ITM;263;1,682;0,00;263
ITM;211;1,000;0,00;211
ITM;207;1,652;0,00;207
ITM;206;1,227;0,00;206
ITM;204;3,420;0,00;204
ITM;202;3,580;0,00;202
ITM;168;3,104;0,00;168
ITM;922;9,260;0,00;922
ITM;920;9,512;0,00;920
ITM;162;6,246;0,00;162
ITM;213;15,000;0,00;213
ITM;214;9,670;0,00;214
ITM;415;1,080;0,00;415
ITM;415;1,280;0,00;415
ITM;149;4,008;0,00;149
ITM;148;6,168;0,00;148
ITM;138;3,582;0,00;138
ITM;135;5,814;0,00;135
ITM;129;12,640;0,00;129
ITM;128;5,550;0,00;128
ITM;125;12,818;0,00;125
ITM;121;6,834;0,00;121
ITM;109;7,132;0,00;109
ITM;131;20,878;0,00;131
ITM;124;3,516;0,00;124
ITM;110;3,740;0,00;110
