ADR;1000002;09/01/2024;2400104;0,00;0,00;
ITM;350;2,650;0,00;350
ITM;338;0,654;0,00;338
ITM;509;19,487;0,00;509
ITM;508;3,799;0,00;508
ITM;506;12,017;0,00;506
ITM;505;19,449;0,00;505
ITM;503;5,110;0,00;503
ITM;502;20,197;0,00;502
ITM;501;8,430;0,00;501
ITM;327;11,820;0,00;327
ITM;373;6,000;0,00;373
ITM;372;6,000;0,00;372
ITM;371;10,000;0,00;371
ITM;360;10,450;0,00;360
ITM;402;3,505;0,00;402
ITM;332;1,480;0,00;332
ITM;329;24,100;0,00;329
ITM;322;2,020;0,00;322
ITM;308;10,225;0,00;308
ITM;306;6,905;0,00;306
ITM;305;2,215;0,00;305
ITM;888;3,466;0,00;888
ITM;601;3,052;0,00;601
ITM;463;3,420;0,00;463
ITM;451;1,480;0,00;451
ITM;624;4,585;0,00;624
ITM;621;4,910;0,00;621
ITM;414;4,310;0,00;414
ITM;410;0,425;0,00;410
ITM;616;8,354;0,00;616
ITM;609;8,456;0,00;609
ITM;250;1,156;0,00;250
ITM;698;1,592;0,00;698
ITM;632;0,495;0,00;632
ITM;623;4,704;0,00;623
ITM;622;1,712;0,00;622
ITM;613;4,494;0,00;613
ITM;611;5,981;0,00;611
ITM;610;18,600;0,00;610
ITM;604;16,220;0,00;604
ITM;602;3,650;0,00;602
ITM;263;1,657;0,00;263
ITM;211;1,000;0,00;211
ITM;207;1,562;0,00;207
ITM;206;1,537;0,00;206
ITM;205;2,577;0,00;205
ITM;204;10,705;0,00;204
ITM;202;18,395;0,00;202
ITM;168;1,727;0,00;168
ITM;213;10,000;0,00;213
ITM;214;11,330;0,00;214
ITM;149;4,038;0,00;149
ITM;148;6,964;0,00;148
ITM;129;8,802;0,00;129
ITM;121;7,324;0,00;121
ITM;109;17,366;0,00;109
ITM;131;43,152;0,00;131
ITM;131;6,976;0,00;131
ITM;126;6,254;0,00;126
ITM;124;4,214;0,00;124
ITM;110;4,374;0,00;110
