ADR;1029112;02/01/2024;2400022;0,00;0,00;
ITM;338;2,120;0,00;338
ITM;509;22,778;0,00;509
ITM;508;3,211;0,00;508
ITM;506;38,620;0,00;506
ITM;505;19,137;0,00;505
ITM;503;36,722;0,00;503
ITM;502;4,003;0,00;502
ITM;360;8,860;0,00;360
ITM;402;8,680;0,00;402
ITM;335;6,635;0,00;335
ITM;334;3,450;0,00;334
ITM;302;6,795;0,00;302
ITM;646;6,000;0,00;646
ITM;641;15,000;0,00;641
ITM;624;7,358;0,00;624
ITM;621;2,240;0,00;621
ITM;414;3,790;0,00;414
ITM;410;0,955;0,00;410
ITM;616;4,234;0,00;616
ITM;409;2,158;0,00;409
ITM;250;3,664;0,00;250
ITM;216;7,294;0,00;216
ITM;698;3,086;0,00;698
ITM;632;2,352;0,00;632
ITM;631;3,540;0,00;631
ITM;623;4,964;0,00;623
ITM;622;1,541;0,00;622
ITM;613;2,209;0,00;613
ITM;610;24,685;0,00;610
ITM;604;3,015;0,00;604
ITM;602;4,745;0,00;602
ITM;420;0,320;0,00;420
ITM;207;1,612;0,00;207
ITM;206;1,327;0,00;206
ITM;205;14,996;0,00;205
ITM;202;7,260;0,00;202
ITM;168;2,658;0,00;168
ITM;550;2,062;0,00;550
ITM;165;2,000;0,00;165
ITM;163;2,000;0,00;163
ITM;213;59,000;0,00;213
ITM;214;36,140;0,00;214
ITM;149;8,668;0,00;149
ITM;127;29,196;0,00;127
ITM;121;7,202;0,00;121
ITM;109;22,168;0,00;109
ITM;131;21,124;0,00;131
ITM;126;5,064;0,00;126
ITM;124;12,496;0,00;124
ITM;110;5,374;0,00;110
