ADR;1000001;02/01/2024;2400024;0,00;0,00;
ITM;509;30,674;0,00;509
ITM;508;3,861;0,00;508
ITM;506;47,456;0,00;506
ITM;505;19,087;0,00;505
ITM;502;43,318;0,00;502
ITM;501;13,087;0,00;501
ITM;601;5,240;0,00;601
ITM;624;2,300;0,00;624
ITM;621;2,285;0,00;621
ITM;414;3,970;0,00;414
ITM;410;2,005;0,00;410
ITM;616;8,628;0,00;616
ITM;409;4,764;0,00;409
ITM;250;7,506;0,00;250
ITM;216;7,320;0,00;216
ITM;698;1,509;0,00;698
ITM;632;2,624;0,00;632
ITM;623;7,686;0,00;623
ITM;622;3,214;0,00;622
ITM;613;2,197;0,00;613
ITM;613;2,359;0,00;613
ITM;613;2,623;0,00;613
ITM;611;7,131;0,00;611
ITM;610;24,145;0,00;610
ITM;604;3,290;0,00;604
ITM;602;4,400;0,00;602
ITM;420;1,750;0,00;420
ITM;263;3,834;0,00;263
ITM;211;1,000;0,00;211
ITM;207;1,632;0,00;207
ITM;206;1,197;0,00;206
ITM;204;2,980;0,00;204
ITM;168;2,454;0,00;168
ITM;926;7,105;0,00;926
ITM;922;23,490;0,00;922
ITM;921;4,450;0,00;921
ITM;920;39,295;0,00;920
ITM;165;4,000;0,00;165
ITM;163;3,000;0,00;163
ITM;162;4,438;0,00;162
ITM;213;20,000;0,00;213
ITM;214;18,580;0,00;214
ITM;150;5,038;0,00;150
ITM;149;8,982;0,00;149
ITM;135;12,708;0,00;135
ITM;129;18,908;0,00;129
ITM;128;4,914;0,00;128
ITM;125;16,100;0,00;125
ITM;131;15,856;0,00;131
ITM;111;6,012;0,00;111
ITM;110;2,310;0,00;110
